Car_Name,Selling_Price,Present_Price,Driven_kms,Fuel_Type,Selling_type,Transmission,Owner,Car_Age,Selling_Price_log,Present_Price_log,Driven_kms_log
i10,2.7,4.6,22517,Petrol,Dealer,Manual,0,15,1.308332819650179,1.7227665977411035,10.022070268363075
grand i10,5.25,5.7,24678,Petrol,Dealer,Manual,0,11,1.8325814637483102,1.9021075263969205,10.113707958559848
i10,2.55,4.43,57000,Petrol,Dealer,Manual,0,15,1.2669476034873244,1.691939133945844,10.950824090522445
verna,4.95,9.4,60000,Diesel,Dealer,Manual,0,14,1.7833912195575383,2.341805806147327,11.002116507732017
i20,3.1,6.79,52132,Diesel,Dealer,Manual,0,14,1.410986973710262,2.052840859882657,10.861553424542905
verna,6.15,9.4,45000,Diesel,Dealer,Manual,0,13,1.9671123567059163,2.341805806147327,10.714439990727769
verna,9.25,9.4,15001,Petrol,Dealer,Manual,0,9,2.327277705584417,2.341805806147327,9.615938804529582
elantra,11.45,14.79,12900,Petrol,Dealer,Automatic,0,11,2.5217206229107165,2.7593768282675506,9.465060106725137
grand i10,3.9,5.7,53000,Diesel,Dealer,Manual,0,13,1.589235205116581,1.9021075263969205,10.87806606028079
grand i10,5.5,5.7,4492,Petrol,Dealer,Manual,0,11,1.8718021769015913,1.9021075263969205,8.41027590907016
verna,9.1,9.4,15141,Petrol,Dealer,Manual,0,9,2.312535423847214,2.341805806147327,9.625227618663251
eon,3.1,4.43,11849,Petrol,Dealer,Manual,0,10,1.410986973710262,1.691939133945844,9.380083146563278
creta,11.25,13.6,68000,Diesel,Dealer,Manual,0,11,2.505525936990736,2.681021528714291,11.127277689932466
verna,4.8,9.4,60241,Petrol,Dealer,Manual,0,13,1.7578579175523736,2.341805806147327,11.006125062453858
eon,2.0,4.43,23709,Petrol,Dealer,Manual,0,14,1.0986122886681098,1.691939133945844,10.07365217905945
verna,5.35,9.4,32322,Diesel,Dealer,Manual,0,14,1.8484548129046001,2.341805806147327,10.383534330109535
xcent,4.75,7.13,35866,Petrol,Dealer,Manual,1,11,1.749199854809259,2.0955609235597192,10.487572931678823
xcent,4.4,7.13,34000,Petrol,Dealer,Manual,0,12,1.6863989535702288,2.0955609235597192,10.434145214930487
i20,6.25,7.6,7000,Petrol,Dealer,Manual,0,10,1.9810014688665833,2.151762203259462,8.853808274977197
verna,5.95,9.4,49000,Diesel,Dealer,Manual,0,13,1.9387416595767009,2.341805806147327,10.799595985047786
verna,5.2,9.4,71000,Diesel,Dealer,Manual,0,14,1.824549292051046,2.341805806147327,11.170449240431308
i20,3.75,6.79,35000,Petrol,Dealer,Manual,0,14,1.55814461804655,2.052840859882657,10.463131911491967
verna,5.95,9.4,36000,Petrol,Dealer,Manual,0,11,1.9387416595767009,2.341805806147327,10.491301994830229
i10,4.0,4.6,30000,Petrol,Dealer,Manual,0,13,1.6094379124341003,1.7227665977411035,10.308985993422082
i20,5.25,7.6,17000,Petrol,Dealer,Manual,0,10,1.8325814637483102,2.151762203259462,9.741027444837728
creta,12.9,13.6,35934,Diesel,Dealer,Manual,0,10,2.631888840136646,2.681021528714291,10.489467029902544
city,5.0,9.9,56701,Petrol,Dealer,Manual,0,13,1.791759469228055,2.388762789235098,10.945564762462359
brio,5.4,6.82,31427,Petrol,Dealer,Automatic,0,11,1.8562979903656263,2.05668455455722,10.355454494295712
city,7.2,9.9,48000,Diesel,Dealer,Manual,0,12,2.1041341542702074,2.388762789235098,10.778977123006351
city,5.25,9.9,54242,Petrol,Dealer,Manual,0,13,1.8325814637483102,2.388762789235098,10.901229230819263
brio,3.0,5.35,53675,Petrol,Dealer,Manual,0,14,1.3862943611198906,1.8484548129046001,10.890721253220848
city,10.25,13.6,49562,Petrol,Dealer,Manual,0,10,2.4203681286504293,2.681021528714291,10.810999866598701
city,8.5,13.6,40324,Petrol,Dealer,Manual,0,11,2.2512917986064953,2.681021528714291,10.60472690299341
city,8.4,13.6,25000,Petrol,Dealer,Manual,0,11,2.2407096892759584,2.681021528714291,10.12667110305036
amaze,3.9,7.0,36054,Petrol,Dealer,Manual,0,12,1.589235205116581,2.0794415416798357,10.49280082935086
city,9.15,13.6,29223,Petrol,Dealer,Manual,0,10,2.3174737054877963,2.681021528714291,10.282745568475118
brio,5.5,5.97,5600,Petrol,Dealer,Manual,0,10,1.8718021769015913,1.9416152247724325,8.630700432209832
amaze,4.0,5.8,40023,Petrol,Dealer,Manual,0,11,1.6094379124341003,1.916922612182061,10.597234553168041
jazz,6.6,7.7,16002,Petrol,Dealer,Manual,0,10,2.028148247292285,2.163323025660538,9.680531483645991
amaze,4.0,7.0,40026,Petrol,Dealer,Manual,0,11,1.6094379124341003,2.0794415416798357,10.597309505386036
jazz,6.5,8.7,21200,Petrol,Dealer,Manual,0,9,2.0149030205422647,2.272125885509337,9.961803629358965
amaze,3.65,7.0,35000,Petrol,Dealer,Manual,0,12,1.536867219599265,2.0794415416798357,10.463131911491967
city,8.35,9.4,19434,Diesel,Dealer,Manual,0,10,2.2353763433005955,2.341805806147327,9.874830843286324
brio,4.8,5.8,19000,Petrol,Dealer,Manual,0,9,1.7578579175523736,1.916922612182061,9.852246888342531
city,6.7,10.0,18828,Petrol,Dealer,Manual,0,11,2.0412203288596382,2.3978952727983707,9.843153513496429
city,4.1,10.0,69341,Petrol,Dealer,Manual,0,15,1.62924053973028,2.3978952727983707,11.146806062203495
city,3.0,10.0,69562,Petrol,Dealer,Manual,0,17,1.3862943611198906,2.3978952727983707,11.14998809577284
city,7.5,10.0,27600,Petrol,Dealer,Manual,0,11,2.1400661634962708,2.3978952727983707,10.225607282932941
jazz,2.25,7.5,61203,Petrol,Dealer,Manual,0,16,1.1786549963416462,2.1400661634962708,11.021967825841704
brio,5.3,6.8,16500,Petrol,Dealer,Manual,0,12,1.840549633397487,2.0541237336955462,9.711176264112805
city,10.9,13.6,30753,Petrol,Dealer,Automatic,0,10,2.4765384001174837,2.681021528714291,10.333775346075639
city,8.65,13.6,24800,Petrol,Dealer,Manual,0,11,2.2669579153508947,2.681021528714291,10.118639253920785
city,9.7,13.6,21780,Petrol,Dealer,Manual,0,11,2.3702437414678603,2.681021528714291,9.988793309115229
jazz,6.0,8.4,4000,Petrol,Dealer,Manual,0,10,1.9459101490553132,2.2407096892759584,8.294299608857235
city,6.25,13.6,40126,Petrol,Dealer,Manual,0,12,1.9810014688665833,2.681021528714291,10.599804703426894
brio,5.25,5.9,14465,Petrol,Dealer,Manual,0,11,1.8325814637483102,1.9315214116032138,9.579556347409227
city,2.1,7.6,50456,Petrol,Dealer,Manual,0,20,1.1314021114911006,2.151762203259462,10.828876767395542
city,8.25,14.0,63000,Diesel,Dealer,Manual,0,12,2.224623551524334,2.70805020110221,11.050905878263567
city,8.99,11.8,9010,Petrol,Dealer,Manual,0,10,2.301584592660462,2.5494451709255714,9.106201332235038
brio,3.5,5.9,9800,Petrol,Dealer,Manual,0,13,1.5040773967762742,1.9315214116032138,9.19023970026918
jazz,7.4,8.5,15059,Petrol,Dealer,Automatic,0,10,2.128231705849268,2.2512917986064953,9.619797501353885
jazz,5.65,7.9,28569,Petrol,Dealer,Manual,0,10,1.8946168546677629,2.186051276738094,10.260112495224819
amaze,5.75,7.5,44000,Petrol,Dealer,Automatic,0,11,1.9095425048844386,2.1400661634962708,10.691967639914864
city,8.4,13.6,34000,Petrol,Dealer,Manual,0,11,2.2407096892759584,2.681021528714291,10.434145214930487
city,10.11,13.6,10980,Petrol,Dealer,Manual,0,10,2.4078456036515385,2.681021528714291,9.303921785597714
amaze,4.5,6.4,19000,Petrol,Dealer,Manual,0,12,1.7047480922384253,2.0014800002101243,9.852246888342531
brio,5.4,6.1,31427,Petrol,Dealer,Manual,0,11,1.8562979903656263,1.9600947840472698,10.355454494295712
jazz,6.4,8.4,12000,Petrol,Dealer,Manual,0,10,2.0014800002101243,2.2407096892759584,9.392745258631441
city,3.25,9.9,38000,Petrol,Dealer,Manual,0,16,1.4469189829363254,2.388762789235098,10.545367754151743
amaze,3.75,6.8,33019,Petrol,Dealer,Manual,0,12,1.55814461804655,2.0541237336955462,10.40486871747412
city,8.55,13.09,60076,Diesel,Dealer,Manual,0,11,2.256541154492639,2.645465325910589,11.003382351769197
city,9.5,11.6,33988,Diesel,Dealer,Manual,0,10,2.3513752571634776,2.533696813957432,10.433792221839603
brio,4.0,5.9,60000,Petrol,Dealer,Manual,0,11,1.6094379124341003,1.9315214116032138,11.002116507732017
city,3.35,11.0,87934,Petrol,Dealer,Manual,0,17,1.4701758451005926,2.4849066497880004,11.384353184170465
city,11.5,12.5,9000,Diesel,Dealer,Manual,0,9,2.5257286443082556,2.6026896854443837,9.105090961257085
brio,5.3,5.9,5464,Petrol,Dealer,Manual,0,10,1.840549633397487,1.9315214116032138,8.60611940061064
